FID,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,cancer_cap
315,Kenya,Bomet,Nyongores Dispensary,Dispensary,MoH,-0.6928,35.4105,GPS,No
314,Kenya,Bomet,Ndarawetta Dispensary,Dispensary,MoH,-0.6775,35.3722,GPS,No
313,Kenya,Bomet,Ndanai Health Centre,Health Centre,MoH,-0.8436,35.0931,GPS,Yes
312,Kenya,Bomet,Ndamichonik Dispensary,Dispensary,MoH,-0.8069,35.1931,GPS,No
311,Kenya,Bomet,Mulot Dispensary,Dispensary,MoH,-0.9256,35.4115,Google Earth,No
310,Kenya,Bomet,Muiywek Dispensary,Dispensary,MoH,-0.7491,35.2846,GPS,No
309,Kenya,Bomet,Mugango Dispensary,Dispensary,MoH,-0.7124,35.3941,GPS,No
308,Kenya,Bomet,Motiret Dispensary,Dispensary,MoH,-0.8111,35.1367,GPS,No
307,Kenya,Bomet,Mogonjet Dispensary,Dispensary,MoH,-0.6468,35.2575,GPS,No
306,Kenya,Bomet,Mogogosiek Health Centre,Health Centre,MoH,-0.6163,35.2724,GPS,Yes
305,Kenya,Bomet,Minjira Dispensary,Dispensary,MoH,-0.5442,35.3093,Google Earth,No
302,Kenya,Bomet,Makimeny Dispensary,Dispensary,MoH,-0.8408,35.1961,GPS,No
301,Kenya,Bomet,Lugumek Dispensary,Dispensary,MoH,-0.9828,35.3075,GPS,No
300,Kenya,Bomet,Longisa District Hospital,District Hospital,MoH,-0.8579,35.3894,GPS,Yes
299,Kenya,Bomet,Lelaitich Dispensary,Dispensary,MoH,-0.9514,35.3313,Google Earth,No
298,Kenya,Bomet,Lalang Amalo AIC Health Centre,Health Centre,FBO,-0.6168,35.366,Google Earth,Yes
297,Kenya,Bomet,Koruma Dispensary,Dispensary,MoH,-0.5073,35.2319,GPS,No
296,Kenya,Bomet,Koiwa Health Centre,Health Centre,MoH,-0.6175,35.3293,GPS,Yes
295,Kenya,Bomet,Koimiret Dispensary,Dispensary,MoH,-0.8395,35.2279,Google Earth,No
294,Kenya,Bomet,Kitoben Dispensary,Dispensary,MoH,-0.7325,35.4097,GPS,No
293,Kenya,Bomet,Kitaima Dispensary,Dispensary,MoH,-0.6895,35.3275,GPS,No
292,Kenya,Bomet,Kiromwok Dispensary,Dispensary,MoH,-0.7449,35.4278,GPS,No
291,Kenya,Bomet,Kiricha Dispensary,Dispensary,MoH,-0.7944,35.1583,GPS,No
290,Kenya,Bomet,Kiriba Dispensary,Dispensary,MoH,-0.8215,35.2772,GPS,No
289,Kenya,Bomet,Kipyosit Dispensary,Dispensary,MoH,-0.7652,35.4834,GPS,No
288,Kenya,Bomet,Kiptulwa Dispensary,Dispensary,MoH,-0.7447,35.1747,GPS,No
287,Kenya,Bomet,Kiptenden Dispensary,Dispensary,MoH,-0.6387,35.3344,GPS,No
286,Kenya,Bomet,Kiptenden Bomet Dispensary,Dispensary,MoH,-0.426,35.256,GPS,No
285,Kenya,Bomet,Kipsuter Dispensary,Dispensary,MoH,-0.9239,35.242,Google Earth,No
284,Kenya,Bomet,Kipsonoi Health Centre,Health Centre,MoH,-0.6886,35.2144,GPS,Yes
283,Kenya,Bomet,Kipsingei Dispensary,Dispensary,MoH,-0.8647,35.1281,GPS,No
282,Kenya,Bomet,Kiplobotwa Dispensary,Dispensary,MoH,-0.5478,35.2845,Google Earth,No
50,Kenya,Baringo,Kapkombe Dispensary,Dispensary,MoH,0.6729,35.8252,GPS,No
49,Kenya,Baringo,Kapkole Dispensary,Dispensary,MoH,0.5329,35.7363,GPS,No
48,Kenya,Baringo,Kapkiamo Dispensary,Dispensary,MoH,0.6573,35.7809,GPS,No
47,Kenya,Baringo,Kapkelelwa Dispensary,Dispensary,MoH,0.3757,35.7184,GPS,No
46,Kenya,Baringo,Kapkein Dispensary,Dispensary,MoH,0.2318,35.7877,GPS,No
45,Kenya,Baringo,Kapindasim Dispensary,Dispensary,MoH,0.4134,36.1923,GPS,No
44,Kenya,Baringo,Kapchepkor Dispensary,Dispensary,MoH,0.6231,35.8191,GPS,No
43,Kenya,Baringo,Kamurio Dispensary,Dispensary,MoH,1.2313,35.9708,Google Earth,No
42,Kenya,Baringo,Kampi Samaki Health Centre,Health Centre,MoH,0.6167,36.0254,GPS,Yes
41,Kenya,Baringo,Kamar Dispensary,Dispensary,MoH,0.2474,36.0152,GPS,No
1,Kenya,Baringo,Akwichatis Health Centre,Health Centre,MoH,1.0015,36.2362,GPS,Yes
